"","ID","DemAffl","DemAge","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy"
"403",1275305,6,45,"F","U","North","N West","Silver",300,9,0
"404",1276417,9,48,"D","F","South East","S & S East","Tin",0.01,5,1
"405",1277200,6,60,"B","F","South East","S & S East","Tin",0.01,5,0
"406",1285750,NA,57,"B","F","South East","London","Tin",0.01,8,0
"407",1287850,11,56,"C","F","Midlands","East","Gold",6105.32,7,0
"408",1288741,26,31,"E","F","Midlands","Midlands","Tin",0.01,4,1
"409",1289772,NA,NA,"D","F","South West","S West","Tin",0.01,4,1
"410",1303252,9,55,"C","M","South East","London","Tin",0.01,11,0
"411",1311360,8,61,"C","M","Midlands","Midlands","Silver",3250,6,0
"412",1312375,NA,41,"D","F","South East","London","Gold",10000,5,0
"413",1314483,9,68,"A","M","South East","London","Silver",4250,4,0
"414",1317113,14,47,"C","F","South East","London","Tin",0.01,8,0
"415",1318845,3,70,"C","F","Midlands","Wales & West","Silver",3000,11,0
"416",1322516,10,40,"B","M","South East","London","Silver",1000,13,0
"417",1329022,10,57,"F","M","Midlands","Midlands","Tin",0.01,4,0
"418",1330489,11,54,"B","F","Scottish","C Scotland","Silver",360,9,0
"419",1334131,2,NA,"B","F","Midlands","Midlands","Silver",3178.9,5,0
"420",1338498,9,44,"B","F","South East","London","Gold",6053.35,5,0
"421",1339389,6,57,"D","M","North","Yorkshire","Silver",0.02,8,0
"422",1343181,5,NA,"C","missing","Midlands","Midlands","Silver",50.02,8,0
"423",1347810,9,60,"D","missing","Scottish","N Scot","Gold",8000,14,0
"424",1348957,13,45,"F","F","Scottish","N Scot","Tin",0.01,4,1
"425",1349643,9,40,"E","F","South East","London","Tin",0.01,6,1
"426",1352482,9,22,"B","F","North","N West","Silver",1000,3,1
"427",1353292,10,73,"A","M","South East","London","Silver",5000,27,0
"428",1364707,10,44,"C","U","South East","S & S East","Tin",0.01,5,0
"429",1366874,NA,65,"B","M","South East","London","Silver",1526.91,5,0
"430",1372475,5,50,"B","M","Midlands","Wales & West","Tin",0.01,4,0
"431",1379240,8,76,"F","F","South East","S & S East","Silver",1000,3,1
"432",1390333,NA,61,"A","M","South East","London","Tin",0.01,5,0
"433",1402684,7,52,"E","F","South East","London","Tin",0.01,9,0
"434",1403478,9,48,"D","F","Midlands","Midlands","Gold",6000,2,0
"435",1404458,9,47,"D","M","Midlands","Midlands","Tin",0.01,4,0
"436",1407228,7,57,"B","F","missing","missing","Silver",2000,1,0
"437",1408038,10,61,"D","F","North","N West","Silver",3000,3,1
"438",1421123,8,55,"E","M","South West","S West","Silver",4000,8,0
"439",1422944,10,52,"F","U","Scottish","C Scotland","Tin",0.01,5,0
"440",1425951,NA,68,"F","F","Midlands","Wales & West","Tin",0.01,9,0
"441",1438069,5,76,"C","F","North","Yorkshire","Gold",6000,3,1
"442",1439030,11,47,"A","M","Scottish","C Scotland","Silver",1200,11,0
"443",1455486,9,66,"E","missing","Midlands","Wales & West","Gold",6000,2,0
"444",1467158,12,60,"C","F","Midlands","Midlands","Gold",9604.34,4,0
"445",1468979,8,49,"C","M","South East","S & S East","Tin",0.01,20,0
"446",1469819,9,67,"D","F","South East","London","Gold",10000,5,1
"447",1470698,4,53,"C","M","South East","London","Silver",1070,9,0
"448",1472623,3,59,"missing","F","Midlands","East","Gold",12000,4,0
"449",1487604,8,69,"C","M","South East","London","Gold",14400,8,0
"450",1488600,7,27,"F","F","South East","London","Tin",0.01,4,1
"451",1492209,10,63,"B","M","South East","London","Silver",3000,7,0
"452",1496115,18,41,"D","F","North","N East","Tin",0.01,5,1
"453",1504347,NA,36,"F","U","Midlands","East","Silver",4035.57,7,1
"454",1509918,4,64,"D","F","South East","London","Silver",420,9,0
"455",1514946,8,45,"E","M","South East","London","Gold",6000,2,0
"456",1515527,10,46,"D","F","South East","S & S East","Tin",0.01,4,0
"457",1521950,2,50,"B","missing","North","N East","Tin",0.01,5,0
"458",1522744,6,75,"E","F","Midlands","Midlands","Tin",0.01,9,0
"459",1523775,11,62,"B","M","North","Yorkshire","Gold",6000,10,0
"460",1524712,13,64,"B","M","North","N West","Gold",12000,8,0
"461",1529536,NA,39,"C","missing","South East","London","Silver",3850.36,8,1
"462",1533258,11,25,"C","F","Midlands","Midlands","Silver",3000,3,1
"463",1535226,5,46,"C","F","Midlands","Wales & West","Platinum",24878.35,9,0
"464",1539132,10,39,"E","U","North","N West","Tin",0.01,5,1
"465",1540068,6,56,"F","F","South East","London","Gold",6000,1,0
"466",1543954,6,56,"E","U","North","N East","Gold",6000,2,0
"467",1544969,6,62,"C","M","Scottish","N Scot","Gold",18800,4,0
"468",1550918,5,77,"F","M","South East","S & S East","Gold",9600,16,0
"469",1562843,6,48,"C","F","Midlands","Midlands","Tin",0.01,5,0
"470",1587250,4,29,"C","F","North","N West","Silver",100,7,1
"471",1589334,9,63,"C","M","Midlands","Wales & West","Tin",0.01,5,0
"472",1593706,5,46,"D","missing","Midlands","Wales & West","Silver",480,5,0
"473",1598333,9,58,"D","U","Midlands","Midlands","Tin",0.01,5,1
"474",1611844,12,68,"C","F","North","N West","Silver",2000,31,0
"475",1613685,10,NA,"E","F","South East","S & S East","Gold",6053.35,6,1
"476",1617974,7,36,"B","F","South East","London","Silver",3000.01,8,1
"477",1620797,17,43,"E","F","Midlands","Wales & West","Silver",3026.67,6,1
"478",1622692,6,57,"D","M","South East","London","Tin",0.01,4,0
"479",1623494,8,47,"C","missing","South East","London","Tin",0.01,8,0
"480",1625675,6,45,"D","F","South East","S & S East","Tin",0.01,10,0
"481",1642332,10,64,"B","missing","Midlands","Midlands","Silver",5000,8,0
"482",1645110,12,37,"B","F","North","Yorkshire","Tin",0.01,5,1
"483",1652990,5,57,"C","missing","North","Yorkshire","Silver",4884.25,11,0
"484",1657844,6,41,"D","missing","North","Yorkshire","Tin",0.01,5,0
"485",1665502,10,44,"C","M","Midlands","Wales & West","Silver",500,9,0
"486",1670514,9,51,"B","F","South East","London","Gold",7053.34,10,0
"487",1673556,7,62,"F","F","South West","S West","Gold",6000,2,0
"488",1681265,18,54,"F","F","Midlands","Midlands","Silver",970.92,9,1
"489",1691082,7,57,"D","M","South East","London","Silver",1500,5,0
"490",1692658,7,63,"B","M","Midlands","East","Gold",7500,5,0
"491",1700464,8,NA,"C","M","North","Yorkshire","Silver",600,8,0
"492",1711644,3,51,"D","M","North","N West","Tin",0.01,5,0
"493",1719211,NA,44,"E","F","North","N West","Silver",500,10,1
"494",1731165,11,74,"D","M","Midlands","Midlands","Gold",10000.01,8,0
"495",1739360,8,56,"F","M","South West","S West","Silver",4000,5,1
"496",1741195,4,33,"F","F","Midlands","Midlands","Tin",0.01,6,0
"497",1742434,8,50,"B","F","Midlands","Midlands","Silver",4800,5,0
"498",1745654,NA,59,"C","F","North","N West","Tin",0.01,5,1
"499",1750860,11,67,"B","missing","North","N West","Silver",2400,9,0
"500",1762605,7,72,"F","M","North","N West","Gold",6000,5,0
"501",1763474,5,67,"B","missing","North","N West","Gold",6000,2,0
"502",1764616,8,28,"F","M","Scottish","C Scotland","Silver",68.22,2,0
"503",1765760,9,65,"A","F","North","N West","Gold",6053.35,6,0
"504",1771388,10,39,"C","F","North","N East","Silver",600,1,1
"505",1772406,11,59,"C","F","South West","S West","Gold",10213.66,5,0
"506",1773372,13,61,"D","missing","North","N West","Silver",3000,8,0
"507",1779664,11,43,"missing","F","Midlands","Wales & West","Tin",0.01,9,1
"508",1780778,10,50,"D","M","North","Yorkshire","Tin",0.01,5,0
"509",1781979,8,67,"C","U","South East","S & S East","Gold",5027,6,0
"510",1786164,9,55,"A","M","South East","London","Tin",0.01,4,0
"511",1794663,12,48,"F","F","South East","London","Gold",6053.35,13,1
"512",1795708,8,32,"F","M","South East","London","Tin",0.01,7,1
"513",1798863,13,38,"C","F","North","Yorkshire","Tin",0.01,8,1
"514",1799983,9,39,"F","F","Midlands","Midlands","Silver",2700,4,1
"515",1802194,11,44,"E","M","Scottish","N Scot","Gold",6000,3,1
"516",1803158,5,71,"D","missing","South East","S & S East","Silver",2000,9,0
"517",1804170,11,57,"D","F","Midlands","Midlands","Gold",9000,6,1
"518",1805371,5,34,"F","F","Midlands","East","Gold",6000,5,0
"519",1815989,11,56,"D","F","North","N West","Tin",0.01,6,1
"520",1820036,6,69,"C","M","Midlands","Midlands","Gold",12105.32,12,0
"521",1820974,11,53,"A","M","South East","London","Silver",600,7,0
"522",1823981,10,33,"D","F","North","N East","Tin",0.01,9,1
"523",1824880,6,67,"C","M","North","Yorkshire","Silver",1200,4,0
"524",1833588,8,74,"F","F","Scottish","Border","Silver",2000,5,0
"525",1856197,4,73,"F","F","North","N West","Gold",6500,20,0
"526",1857045,16,37,"F","F","South East","London","Tin",0.01,8,1
"527",1860585,7,60,"E","F","South West","S West","Silver",1324.2,10,1
"528",1861670,NA,61,"C","F","South East","London","Gold",6000,2,1
"529",1868780,9,74,"C","F","Midlands","Midlands","Gold",11605.32,12,0
"530",1872664,4,49,"E","F","Midlands","Midlands","Tin",0.01,NA,0
"531",1873539,8,49,"D","F","South East","London","Tin",0.01,8,0
"532",1878794,5,58,"E","F","South East","London","Platinum",21000,9,0
"533",1882015,NA,36,"missing","M","Midlands","Ulster","Silver",4300,1,0
"534",1891499,8,43,"B","F","Midlands","Wales & West","Silver",1200,4,0
"535",1893505,5,76,"C","U","South East","London","Gold",6053.35,7,0
"536",1895451,8,78,"A","F","Midlands","Midlands","Silver",3000,2,1
"537",1896628,4,76,"D","F","Midlands","Wales & West","Gold",6000,6,0
"538",1897829,15,48,"E","F","Midlands","Midlands","Silver",500,9,1
"539",1898779,7,68,"E","M","North","Yorkshire","Tin",0.01,12,0
"540",1901788,7,61,"A","M","South East","London","Platinum",28780.41,0,0
"541",1902814,10,64,"B","M","Scottish","C Scotland","Gold",5100,11,0
"542",1907808,7,56,"C","missing","Midlands","Wales & West","Silver",3000,11,0
"543",1916432,8,39,"E","missing","South East","London","Silver",5000,1,0
"544",1917439,10,62,"D","F","North","Yorkshire","Gold",6053.35,5,0
"545",1919512,11,35,"E","F","Midlands","Wales & West","Silver",600,8,1
"546",1936239,8,35,"C","F","South East","S & S East","Silver",1000,6,1
"547",1938339,8,55,"E","M","South East","S & S East","Tin",0.01,8,0
"548",1939297,7,47,"D","missing","North","N East","Silver",1200,9,0
"549",1941658,6,63,"B","M","South East","S & S East","Platinum",30131.68,6,0
"550",1943634,7,33,"C","F","North","Yorkshire","Tin",0.01,9,0
"551",1946366,7,50,"F","M","Midlands","Midlands","Silver",4198,1,0
"552",1952552,12,57,"F","M","Scottish","N Scot","Silver",1000,4,0
"553",1953516,8,42,"C","U","North","N West","Tin",0.01,5,0
"554",1954504,11,45,"C","F","Midlands","Midlands","Silver",720,4,0
"555",1976389,6,49,"F","F","Midlands","East","Silver",920,4,1
"556",1978349,9,70,"C","M","Scottish","Border","Silver",3000,8,0
"557",1979671,6,39,"B","F","North","N East","Tin",0.01,7,1
"558",1983636,9,37,"E","F","Midlands","East","Silver",420,1,1
"559",1986597,8,62,"A","F","Scottish","C Scotland","Silver",3750,2,0
"560",1988824,9,67,"B","M","missing","missing","Gold",6000,1,0
"561",1991744,9,59,"B","F","South East","S & S East","Gold",7400,28,0
"562",1996495,15,52,"D","M","South East","London","Silver",3000,5,1
"563",2009935,9,50,"D","M","South East","S & S East","Silver",1200,9,0
"564",2015668,7,35,"C","F","South East","London","Silver",500,1,1
"565",2022370,12,39,"F","F","Midlands","Wales & West","Tin",0.01,5,1
"566",2024128,12,68,"E","F","missing","missing","Gold",18678.76,3,1
"567",2034743,19,38,"missing","F","Midlands","Wales & West","Tin",0.01,9,1
"568",2035618,11,32,"A","F","Midlands","Midlands","Tin",0.01,5,0
"569",2038765,7,30,"F","F","North","Yorkshire","Tin",0.01,4,1
"570",2044978,10,59,"C","F","North","N West","Tin",0.01,10,1
"571",2046008,8,53,"E","U","South East","London","Gold",6000,1,0
"572",2053047,14,53,"C","M","North","N West","Silver",480,5,1
"573",2056623,12,53,"F","F","Midlands","East","Tin",0.01,5,0
"574",2063115,13,53,"F","F","Midlands","Midlands","Tin",0.01,8,1
"575",2069148,7,48,"F","M","South West","S West","Tin",0.01,7,0
"576",2080303,11,61,"C","F","North","N West","Tin",0.01,5,1
"577",2088991,NA,73,"U","F","South East","London","Silver",2500,9,1
"578",2094428,14,76,"F","F","Midlands","Midlands","Silver",500,9,1
"579",2095491,11,44,"C","F","North","Yorkshire","Tin",0.01,5,1
"580",2107996,9,39,"A","F","South East","London","Platinum",30649.41,1,1
"581",2109565,6,35,"F","F","South East","S & S East","Tin",0.01,5,0
"582",2115328,11,63,"B","F","North","Yorkshire","Gold",19000,12,0
"583",2124033,11,62,"F","F","Midlands","East","Gold",12000,2,0
"584",2125013,9,50,"E","F","Scottish","N Scot","Tin",0.01,8,0
"585",2138107,12,34,"E","F","North","N West","Tin",0.01,4,1
"586",2139995,8,69,"B","missing","Scottish","N Scot","Tin",0.01,7,0
"587",2161567,9,NA,"A","F","South East","London","Tin",0.01,7,1
"588",2176327,22,30,"F","F","South East","London","Silver",1750,4,1
"589",2180774,10,44,"C","F","North","N East","Tin",0.01,8,0
"590",2196948,9,79,"C","missing","South East","London","Silver",4000,2,0
"591",2200279,7,40,"C","M","Midlands","Wales & West","Tin",0.01,4,0
"592",2201399,7,43,"B","missing","Midlands","Wales & West","Tin",0.01,NA,1
"593",2206358,11,25,"F","F","South East","London","Silver",2400,1,1
"594",2219816,5,57,"D","M","Midlands","Midlands","Silver",3000,4,0
"595",2222930,7,23,"A","F","North","N West","Silver",1000,5,1
"596",2227312,5,58,"A","missing","North","N East","Tin",0.01,NA,0
"597",2229757,12,NA,"B","F","South East","London","Tin",0.01,5,1
"598",2233118,8,57,"A","missing","South East","London","Platinum",25000,1,0
"599",2235056,10,35,"C","M","South East","London","Tin",0.01,8,1
"600",2238446,8,42,"F","F","missing","missing","Tin",0.01,5,0
"601",2242419,12,33,"E","F","South East","London","Tin",0.01,8,1
"602",2245329,9,46,"F","F","South East","London","Silver",5000,2,0
"603",2250233,12,NA,"C","F","North","N West","Tin",0.01,4,0
"604",2252104,12,43,"C","F","South East","London","Tin",0.01,9,1
"605",2262231,17,33,"C","U","South East","S & S East","Silver",5000,1,0
"606",2263890,6,71,"F","missing","Scottish","Border","Gold",12000,2,0
"607",2272474,14,35,"E","F","Scottish","C Scotland","Tin",0.01,4,1
"608",2275317,7,54,"C","M","Midlands","Wales & West","Silver",4500,11,0
"609",2281147,13,66,"D","F","Scottish","N Scot","Silver",2000,5,1
"610",2284065,16,37,"F","F","South East","S & S East","Tin",0.01,8,1
"611",2303191,3,58,"A","M","North","N West","Silver",3000,2,0
"612",2303523,10,49,"A","M","South East","London","Tin",0.01,8,0
"613",2327007,8,45,"E","missing","Midlands","Midlands","Tin",0.01,10,0
"614",2330202,8,36,"D","F","Midlands","Wales & West","Tin",0.01,8,1
"615",2331160,NA,37,"D","F","South East","S & S East","Tin",0.01,5,0
"616",2332280,4,71,"F","missing","North","N West","Gold",10500,15,0
"617",2334992,10,54,"B","F","South East","London","Silver",2000,5,1
"618",2335131,8,55,"F","M","Midlands","East","Tin",0.01,9,0
"619",2337916,7,72,"C","F","South East","S & S East","Platinum",26053.35,8,0
"620",2344521,7,40,"F","M","North","N West","Tin",0.01,4,0
"621",2345242,3,55,"C","F","Midlands","East","Tin",0.01,5,0
"622",2350696,5,57,"C","U","North","Yorkshire","Silver",5000,4,0
"623",2353571,10,63,"B","F","North","N West","Tin",0.01,8,0
"624",2357844,10,53,"D","missing","Scottish","N Scot","Silver",1500,5,0
"625",2360020,14,70,"F","M","Midlands","East","Platinum",20294.5,3,0
"626",2365723,14,56,"F","U","South East","London","Gold",6000,2,0
"627",2372991,12,49,"missing","F","Midlands","Ulster","Gold",14000,3,0
"628",2373998,12,70,"C","M","Midlands","Wales & West","Platinum",29374.72,24,1
"629",2384248,3,77,"D","F","North","N West","Gold",15053.82,4,0
"630",2387123,6,63,"A","M","Midlands","Midlands","Gold",18000,13,0
"631",2388995,NA,54,"A","F","South East","London","Silver",4884.25,8,0
"632",2390949,6,68,"A","F","South East","London","Gold",19411.22,5,0
"633",2393670,6,NA,"D","F","North","Yorkshire","Silver",1000,3,0
"634",2395363,5,48,"D","missing","North","N West","Tin",0.01,5,0
"635",2397285,5,68,"C","F","North","N East","Silver",1500,9,0
"636",2400227,7,49,"F","M","Midlands","East","Tin",0.01,5,0
"637",2405253,7,73,"C","M","North","N East","Silver",2000,4,1
"638",2420252,10,59,"C","F","South East","London","Gold",6000,2,1
"639",2423170,11,67,"F","F","Midlands","Midlands","Gold",6000,2,1
"640",2428547,10,56,"B","F","Midlands","Wales & West","Gold",9000,1,0
"641",2428563,7,56,"C","F","Midlands","Wales & West","Platinum",20383.7,3,0
"642",2433648,NA,31,"E","missing","South East","London","Tin",0.01,4,0
"643",2437015,10,NA,"C","F","South West","S West","Tin",0.01,9,0
"644",2443090,9,69,"A","F","Scottish","C Scotland","Silver",5000,18,0
"645",2444100,8,75,"C","M","South East","London","Gold",8000,2,0
"646",2445271,13,42,"C","M","South East","S & S East","Tin",0.01,5,1
"647",2449706,13,42,"E","missing","Midlands","Midlands","Silver",0.02,8,1
"648",2452650,6,50,"F","M","Midlands","Midlands","Silver",1000,6,0
"649",2469219,7,51,"D","M","South East","S & S East","Tin",0.01,5,0
"650",2488981,12,25,"A","F","North","N East","Gold",6000,2,1
"651",2502917,10,50,"F","F","South West","S West","Silver",3000,8,0
"652",2510294,8,36,"missing","F","missing","missing","Tin",0.01,9,0
"653",2513684,9,64,"B","F","Midlands","East","Silver",300,7,1
"654",2565641,7,55,"E","U","Midlands","Wales & West","Silver",3000,8,0
"655",2681226,15,61,"B","F","South East","London","Gold",7500,4,0
"656",2744937,11,67,"F","M","North","N West","Gold",9000,2,0
"657",2750171,10,37,"B","M","South East","S & S East","Tin",0.01,7,0
"658",2752220,9,55,"D","F","Scottish","C Scotland","Silver",2000,4,0
"659",2759365,10,67,"B","F","South East","London","Silver",3000,8,0
"660",2760185,8,NA,"C","missing","South East","S & S East","Silver",5000,4,0
"661",2765551,12,43,"E","F","Midlands","Midlands","Tin",0.01,5,0
"662",2786591,5,45,"E","F","South East","London","Gold",19465.7,3,0
"663",2789434,9,NA,"C","F","South East","S & S East","Silver",5000,2,0
"664",2789647,12,75,"E","F","South East","London","Platinum",24106.7,23,1
"665",2791471,5,52,"D","M","Midlands","Midlands","Silver",100,1,0
"666",2792567,10,56,"D","U","North","N West","Gold",6000,1,1
"667",2804328,NA,52,"B","F","South East","London","Gold",7100,14,0
"668",2805332,7,61,"D","F","South East","S & S East","Tin",0.01,6,0
"669",2838230,7,49,"F","missing","North","N West","Tin",0.01,5,0
"670",2840502,8,63,"missing","F","Midlands","Ulster","Gold",7000,6,0
"671",2844192,7,69,"E","missing","Midlands","Midlands","Silver",2000,11,0
"672",2850850,NA,51,"C","F","South East","London","Silver",1500,9,0
"673",2859114,4,42,"F","F","North","N East","Tin",0.01,5,0
"674",2867451,15,53,"E","F","Midlands","East","Gold",6000,3,0
"675",2870010,9,NA,"B","M","South East","S & S East","Gold",18000,8,1
"676",2870738,NA,65,"A","U","South East","London","Silver",3000,22,0
"677",2879999,7,56,"B","F","North","N West","Silver",0.02,5,0
"678",2882337,2,40,"F","M","South East","S & S East","Tin",0.01,5,0
"679",2882965,5,35,"B","F","South East","S & S East","Tin",0.01,5,0
"680",2903679,7,53,"A","M","South East","London","Silver",2460.01,8,0
